Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1440,CASA 2,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1440,CASA 3,,,CURITIBA,,Estabelecimento de outras finalidades,SHOPPING DAS CESTAS,Único,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,4545,,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,115,,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,105,,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1270,CASA 1,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1270,CASA 2,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1270,CASA 3,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1270,CASA 7,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1270,CASA 8,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1270,CASA 9,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1270,CASA 10,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1270,CASA 11,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,77,,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,79,FRENTE FUNDOS,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,107,,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
410690205050153,Urbano,RUA NICOLAU JOSE GRAVINA,1140,,,,CURITIBA,,Domicílio particular,,-0,,1,6,82015020
