Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050149,Urbano,RUA JOSE TULIO,27,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,23,82030470
410690205050149,Urbano,RUA JOSE TULIO,635,CASA 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,23,82030470
410690205050149,Urbano,RUA JOSE TULIO,635,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,23,82030470
410690205050149,Urbano,RUA JOSE TULIO,635,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,23,82030470
410690205050149,Urbano,RUA JOSE TULIO,424,CASA 1,,,SANTA FELICIDADE,,Edificação em construção,,-0,,1,23,82030470
410690205050149,Urbano,RUA JOSE TULIO,424,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,23,82030470
410690205050149,Urbano,RUA NATAL PEDRO DALLA STELLA,434,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,24,82030490
410690205050149,Urbano,RUA NATAL PEDRO DALLA STELLA,438,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,24,82030490
410690205050149,Urbano,RUA NATAL PEDRO DALLA STELLA,44,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,24,82030490
410690205050149,Urbano,RUA NATAL PEDRO DALLA STELLA,736,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,24,82030490
410690205050149,Urbano,RUA ANTONIO BARTAPELI,20,CASA 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
410690205050149,Urbano,RUA ANTONIO BARTAPELI,20,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
410690205050149,Urbano,RUA ANTONIO BARTAPELI,30,CASA 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
410690205050149,Urbano,RUA ANTONIO BARTAPELI,30,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
410690205050149,Urbano,RUA ANTONIO BARTAPELI,40,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
410690205050149,Urbano,RUA ANTONIO BARTAPELI,48,,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
410690205050149,Urbano,RUA ANTONIO BARTAPELI,122,CASA 1,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
410690205050149,Urbano,RUA ANTONIO BARTAPELI,122,CASA 2,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
410690205050149,Urbano,RUA ANTONIO BARTAPELI,122,CASA 3,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
410690205050149,Urbano,RUA ANTONIO BARTAPELI,122,CASA 4,,,SANTA FELICIDADE,,Domicílio particular,,-0,,1,25,82030460
