Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 101 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 102 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 304 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 302 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 201 D,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 202 D,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 204 D,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 101 D,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 203 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 303 D,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 203 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 203 H,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA UDINE,3,CASA FUNDOS,,,CURITIBA,,Domicílio particular,,-0,,1,13,82030350
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 201 F,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA VENEZIA,26,CASA,,,CURITIBA,,Domicílio particular,,-0,,1,15,82030410
410690205050159,Urbano,RUA VENEZIA,43,CASA,,,CURITIBA,,Domicílio particular,,-0,,1,16,82030410
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 201 C,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 101 C,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 304 B,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 302 B,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 101 B,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 204 A,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 202 A,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 203 A,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 102 A,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 202 C,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 301 D,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA ZEM BERTAPELLE,315,CASA 8,,,CURITIBA,,Domicílio particular,,-0,,1,3,82030430
410690205050159,Urbano,RUA ZEM BERTAPELLE,315,CASA 11,,,CURITIBA,,Domicílio particular,,-0,,1,3,82030430
410690205050159,Urbano,RUA ZEM BERTAPELLE,315,CASA 19,,,CURITIBA,,Domicílio particular,,-0,,1,3,82030430
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 303 A,,,CURITIBA,,Domicílio particular,,-0,,1,10,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 303 C,,,CURITIBA,,Domicílio particular,,-0,,1,10,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 204 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 303 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 201 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 301 E,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 102 H,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 202 F,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 303 F,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 304 F,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 303G,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 302 G,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 203 G,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 201 G,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 301 H,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 101 H,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 201 H,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 202 H,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA ARTHUR BINDO,9,CASA,,,CURITIBA,,Domicílio particular,,-0,,1,14,82030330
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 201 A,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 304 A,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 301 A,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 102 B,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 203 B,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 204 B,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 201 B,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 303 B,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 301 B,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 102 C,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 203 C,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 302 C,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 304 C,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 301 C,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 203 D,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
410690205050159,Urbano,RUA MARIA A ZARAMELLA GRANDES,105,APARTAMENTO 302 D,,,CURITIBA,,Domicílio particular,,-0,,1,9,82030340
