Código da unidade geográfica,Situação do setor,Logradouro,Número no logradouro,Complemento,Latitude,Longitude,Localidade,Ponto de referência,Espécie de endereço,Tipo de estabelecimento,Indicador de endereço,Identificação domicílio coletivo,Número da quadra,Número da face,CEP
410690205050173,Urbano,AVENIDA WANDA WOLF,1374,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,10,82410380
410690205050173,Urbano,AVENIDA WANDA WOLF,1386,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,10,82410380
410690205050173,Urbano,AVENIDA WANDA WOLF,1400,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,10,82410380
410690205050173,Urbano,RUA SAN MARTIN,84,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,12,82410500
410690205050173,Urbano,RUA SAN MARTIN,74,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,12,82410500
410690205050173,Urbano,RUA SAN MARTIN,34,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,12,82410500
410690205050173,Urbano,RUA SAN MARTIN,24,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,12,82410500
410690205050173,Urbano,RUA SAN MARTIN,14,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,12,82410500
410690205050173,Urbano,RUA SAN MARTIN,4,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,12,82410500
410690205050173,Urbano,RUA VITORIA DA CONQUISTA,85,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,8,82410490
410690205050173,Urbano,RUA VITORIA DA CONQUISTA,75,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,8,82410490
410690205050173,Urbano,RUA VITORIA DA CONQUISTA,65,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,8,82410490
410690205050173,Urbano,RUA VITORIA DA CONQUISTA,45,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,8,82410490
410690205050173,Urbano,RUA VITORIA DA CONQUISTA,35,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,8,82410490
410690205050173,Urbano,RUA VITORIA DA CONQUISTA,25,CASA,,,SANTA FELICIDADE,,Domicílio particular,,-0,,13,8,82410490
